	sub	emotion	score	tk	kernel	beta
96	37	disgust	0.6689057465790629	Cordaro2008ref	cosine	1000
97	38	disgust	0.47831296550240654	Cordaro2008ref	cosine	1000
98	39	disgust	0.6117645629495237	Cordaro2008ref	cosine	1000
99	40	disgust	0.6413042981252858	Cordaro2008ref	cosine	1000
100	41	disgust	0.6032147051593697	Cordaro2008ref	cosine	1000
101	42	disgust	0.6296542553191489	Cordaro2008ref	cosine	1000
102	43	disgust	0.5686816385136072	Cordaro2008ref	cosine	1000
103	44	disgust	0.7212841744270654	Cordaro2008ref	cosine	1000
104	45	disgust	0.6168989739930615	Cordaro2008ref	cosine	1000
105	46	disgust	0.6084742692717062	Cordaro2008ref	cosine	1000
106	47	disgust	0.6568405314783305	Cordaro2008ref	cosine	1000
107	48	disgust	0.6228468051384718	Cordaro2008ref	cosine	1000
108	49	disgust	0.6033873475245157	Cordaro2008ref	cosine	1000
109	50	disgust	0.7062093930114723	Cordaro2008ref	cosine	1000
110	51	disgust	0.8169482903525457	Cordaro2008ref	cosine	1000
111	52	disgust	0.6421835969678794	Cordaro2008ref	cosine	1000
112	53	disgust	0.658818053415511	Cordaro2008ref	cosine	1000
113	54	disgust	0.5571442477611046	Cordaro2008ref	cosine	1000
114	55	disgust	0.7007266694478671	Cordaro2008ref	cosine	1000
115	56	disgust	0.6855293329100081	Cordaro2008ref	cosine	1000
116	57	disgust	0.6674839297782388	Cordaro2008ref	cosine	1000
117	58	disgust	0.6337771758879667	Cordaro2008ref	cosine	1000
118	59	disgust	0.6287162746454513	Cordaro2008ref	cosine	1000
119	60	disgust	0.592743209096652	Cordaro2008ref	cosine	1000
120	01	fear	0.6237498219899876	Cordaro2008ref	cosine	1000
121	02	fear	0.593386607473178	Cordaro2008ref	cosine	1000
122	03	fear	0.5953966854642728	Cordaro2008ref	cosine	1000
123	04	fear	0.5550363184897579	Cordaro2008ref	cosine	1000
124	05	fear	0.5908833655614771	Cordaro2008ref	cosine	1000
125	06	fear	0.6928815502482992	Cordaro2008ref	cosine	1000
126	07	fear	0.5541792547834844	Cordaro2008ref	cosine	1000
127	08	fear	0.6526437740741017	Cordaro2008ref	cosine	1000
128	09	fear	0.5650809566673883	Cordaro2008ref	cosine	1000
129	10	fear	0.6555451649425033	Cordaro2008ref	cosine	1000
130	11	fear	0.6216192099496867	Cordaro2008ref	cosine	1000
131	12	fear	0.6644575790180602	Cordaro2008ref	cosine	1000
132	13	fear	0.5617442127158121	Cordaro2008ref	cosine	1000
133	14	fear	0.6410304052444521	Cordaro2008ref	cosine	1000
134	15	fear	0.5793407312263344	Cordaro2008ref	cosine	1000
135	16	fear	0.5629060684204358	Cordaro2008ref	cosine	1000
136	17	fear	0.5089564398029092	Cordaro2008ref	cosine	1000
137	18	fear	0.5955009663047327	Cordaro2008ref	cosine	1000
138	19	fear	0.49068115091015857	Cordaro2008ref	cosine	1000
139	20	fear	0.552530165061208	Cordaro2008ref	cosine	1000
140	21	fear	0.45200624928552374	Cordaro2008ref	cosine	1000
141	22	fear	0.4944717576767822	Cordaro2008ref	cosine	1000
142	23	fear	0.6233496219804536	Cordaro2008ref	cosine	1000
143	24	fear	0.6022907467760023	Cordaro2008ref	cosine	1000
144	25	fear	0.6200746965452848	Cordaro2008ref	cosine	1000
145	26	fear	0.6217037438958221	Cordaro2008ref	cosine	1000
146	27	fear	0.6117741639719663	Cordaro2008ref	cosine	1000
147	28	fear	0.5612975183567246	Cordaro2008ref	cosine	1000
148	29	fear	0.583630818070058	Cordaro2008ref	cosine	1000
149	30	fear	0.5433349590502066	Cordaro2008ref	cosine	1000
150	31	fear	0.6665140358090681	Cordaro2008ref	cosine	1000
151	32	fear	0.5047081412442374	Cordaro2008ref	cosine	1000
152	33	fear	0.6090006383976987	Cordaro2008ref	cosine	1000
153	34	fear	0.6888261449533125	Cordaro2008ref	cosine	1000
154	35	fear	0.5794661579880136	Cordaro2008ref	cosine	1000
155	36	fear	0.595154177560567	Cordaro2008ref	cosine	1000
156	37	fear	0.6020041133525045	Cordaro2008ref	cosine	1000
157	38	fear	0.5346727555203792	Cordaro2008ref	cosine	1000
158	39	fear	0.6832364576993306	Cordaro2008ref	cosine	1000
159	40	fear	0.6288923672235692	Cordaro2008ref	cosine	1000
160	41	fear	0.6128328600238713	Cordaro2008ref	cosine	1000
161	42	fear	0.5601236983122106	Cordaro2008ref	cosine	1000
162	43	fear	0.4903572996362724	Cordaro2008ref	cosine	1000
163	44	fear	0.6182517313290486	Cordaro2008ref	cosine	1000
164	45	fear	0.6930839130797961	Cordaro2008ref	cosine	1000
165	46	fear	0.4877481482817498	Cordaro2008ref	cosine	1000
166	47	fear	0.6986464137189101	Cordaro2008ref	cosine	1000
167	48	fear	0.530976430976431	Cordaro2008ref	cosine	1000
168	49	fear	0.6951054676451762	Cordaro2008ref	cosine	1000
169	50	fear	0.6793119333004944	Cordaro2008ref	cosine	1000
170	51	fear	0.7268651809198834	Cordaro2008ref	cosine	1000
171	52	fear	0.5715923329761926	Cordaro2008ref	cosine	1000
172	53	fear	0.5732461184588845	Cordaro2008ref	cosine	1000
173	54	fear	0.48807151845637586	Cordaro2008ref	cosine	1000
174	55	fear	0.6898784154045209	Cordaro2008ref	cosine	1000
175	56	fear	0.6841701084150749	Cordaro2008ref	cosine	1000
176	57	fear	0.6330772322532772	Cordaro2008ref	cosine	1000
177	58	fear	0.6727661611480603	Cordaro2008ref	cosine	1000
178	59	fear	0.5311231737012987	Cordaro2008ref	cosine	1000
179	60	fear	0.5310058830578206	Cordaro2008ref	cosine	1000
180	01	happy	0.7584574290739077	Cordaro2008ref	cosine	1000
181	02	happy	0.7984598173634779	Cordaro2008ref	cosine	1000
182	03	happy	0.7540129910575254	Cordaro2008ref	cosine	1000
183	04	happy	0.7460597406937685	Cordaro2008ref	cosine	1000
184	05	happy	0.7525417574437183	Cordaro2008ref	cosine	1000
185	06	happy	0.7991695459421937	Cordaro2008ref	cosine	1000
186	07	happy	0.7157032502311433	Cordaro2008ref	cosine	1000
187	08	happy	0.7524571452727695	Cordaro2008ref	cosine	1000
188	09	happy	0.7431775318080373	Cordaro2008ref	cosine	1000
189	10	happy	0.7417130059303771	Cordaro2008ref	cosine	1000
190	11	happy	0.7624484286330062	Cordaro2008ref	cosine	1000
191	12	happy	0.7926024837165069	Cordaro2008ref	cosine	1000
192	13	happy	0.7981475584446958	Cordaro2008ref	cosine	1000
193	14	happy	0.7822828038858216	Cordaro2008ref	cosine	1000
194	15	happy	0.7532571486541491	Cordaro2008ref	cosine	1000
195	16	happy	0.6487725677820639	Cordaro2008ref	cosine	1000
196	17	happy	0.6669088504105762	Cordaro2008ref	cosine	1000
197	18	happy	0.7145842851190087	Cordaro2008ref	cosine	1000
198	19	happy	0.7016723312808633	Cordaro2008ref	cosine	1000
199	20	happy	0.681822960470984	Cordaro2008ref	cosine	1000
200	21	happy	0.6908930064910406	Cordaro2008ref	cosine	1000
201	22	happy	0.6128043970366306	Cordaro2008ref	cosine	1000
202	23	happy	0.713853665072072	Cordaro2008ref	cosine	1000
203	24	happy	0.7194836894690027	Cordaro2008ref	cosine	1000
204	25	happy	0.70565883630002	Cordaro2008ref	cosine	1000
205	26	happy	0.7619467923822973	Cordaro2008ref	cosine	1000
206	27	happy	0.7159200779437139	Cordaro2008ref	cosine	1000
207	28	happy	0.7447149977134984	Cordaro2008ref	cosine	1000
208	29	happy	0.6985880081711451	Cordaro2008ref	cosine	1000
209	30	happy	0.6932937184860501	Cordaro2008ref	cosine	1000
210	31	happy	0.7706239271885355	Cordaro2008ref	cosine	1000
211	32	happy	0.7311556027987712	Cordaro2008ref	cosine	1000
212	33	happy	0.7224143148301426	Cordaro2008ref	cosine	1000
213	34	happy	0.7581613420035811	Cordaro2008ref	cosine	1000
214	35	happy	0.7803723352682337	Cordaro2008ref	cosine	1000
215	36	happy	0.703943015063641	Cordaro2008ref	cosine	1000
216	37	happy	0.6801315296679639	Cordaro2008ref	cosine	1000
217	38	happy	0.6681405781280101	Cordaro2008ref	cosine	1000
218	39	happy	0.7098162994760431	Cordaro2008ref	cosine	1000
219	40	happy	0.6618024307161781	Cordaro2008ref	cosine	1000
220	41	happy	0.678875407000407	Cordaro2008ref	cosine	1000
221	42	happy	0.7166924462861176	Cordaro2008ref	cosine	1000
222	43	happy	0.6853288936901457	Cordaro2008ref	cosine	1000
223	44	happy	0.7597185962324213	Cordaro2008ref	cosine	1000
224	45	happy	0.750888980300745	Cordaro2008ref	cosine	1000
225	46	happy	0.6762882866076821	Cordaro2008ref	cosine	1000
226	47	happy	0.5932914427337994	Cordaro2008ref	cosine	1000
227	48	happy	0.6869139213602551	Cordaro2008ref	cosine	1000
228	49	happy	0.7422184699972847	Cordaro2008ref	cosine	1000
229	50	happy	0.673268958696757	Cordaro2008ref	cosine	1000
230	51	happy	0.7788657925594287	Cordaro2008ref	cosine	1000
231	52	happy	0.6686168511291664	Cordaro2008ref	cosine	1000
232	53	happy	0.7015875389865851	Cordaro2008ref	cosine	1000
233	54	happy	0.6787670893424806	Cordaro2008ref	cosine	1000
234	55	happy	0.7325718006670158	Cordaro2008ref	cosine	1000
235	56	happy	0.7524287441078803	Cordaro2008ref	cosine	1000
236	57	happy	0.731443816936499	Cordaro2008ref	cosine	1000
237	58	happy	0.7337447179400286	Cordaro2008ref	cosine	1000
238	59	happy	0.6645869119978859	Cordaro2008ref	cosine	1000
239	60	happy	0.7229947954667055	Cordaro2008ref	cosine	1000
240	01	sadness	0.5600952850336783	Cordaro2008ref	cosine	1000
241	02	sadness	0.5847869765529359	Cordaro2008ref	cosine	1000
242	03	sadness	0.5830970695806112	Cordaro2008ref	cosine	1000
243	04	sadness	0.5845609257998639	Cordaro2008ref	cosine	1000
244	05	sadness	0.5785043079433301	Cordaro2008ref	cosine	1000
245	06	sadness	0.639586236035592	Cordaro2008ref	cosine	1000
246	07	sadness	0.579573357888275	Cordaro2008ref	cosine	1000
247	08	sadness	0.5786381171207999	Cordaro2008ref	cosine	1000
248	09	sadness	0.6484217458443092	Cordaro2008ref	cosine	1000
249	10	sadness	0.5981738765392611	Cordaro2008ref	cosine	1000
250	11	sadness	0.5723849129272707	Cordaro2008ref	cosine	1000
251	12	sadness	0.6052351368008628	Cordaro2008ref	cosine	1000
252	13	sadness	0.6198041015032625	Cordaro2008ref	cosine	1000
253	14	sadness	0.5345843111157811	Cordaro2008ref	cosine	1000
254	15	sadness	0.6355308958622314	Cordaro2008ref	cosine	1000
255	16	sadness	0.5489146411885139	Cordaro2008ref	cosine	1000
256	17	sadness	0.5361748716399879	Cordaro2008ref	cosine	1000
257	18	sadness	0.5990767638982849	Cordaro2008ref	cosine	1000
258	19	sadness	0.544946187430196	Cordaro2008ref	cosine	1000
259	20	sadness	0.5774234623263024	Cordaro2008ref	cosine	1000
260	21	sadness	0.6856416606691785	Cordaro2008ref	cosine	1000
261	22	sadness	0.5632331940838201	Cordaro2008ref	cosine	1000
262	23	sadness	0.6176360614873286	Cordaro2008ref	cosine	1000
263	24	sadness	0.6062831828277426	Cordaro2008ref	cosine	1000
264	25	sadness	0.6073725089422586	Cordaro2008ref	cosine	1000
265	26	sadness	0.6423942967745038	Cordaro2008ref	cosine	1000
266	27	sadness	0.6385615780745395	Cordaro2008ref	cosine	1000
267	28	sadness	0.6161022912027107	Cordaro2008ref	cosine	1000
268	29	sadness	0.49985583801633116	Cordaro2008ref	cosine	1000
269	30	sadness	0.6291210385956285	Cordaro2008ref	cosine	1000
270	31	sadness	0.6299908703590992	Cordaro2008ref	cosine	1000
271	32	sadness	0.6108681932924631	Cordaro2008ref	cosine	1000
272	33	sadness	0.5479233011684705	Cordaro2008ref	cosine	1000
273	34	sadness	0.6699445434739553	Cordaro2008ref	cosine	1000
274	35	sadness	0.6819796954314721	Cordaro2008ref	cosine	1000
275	36	sadness	0.5489021264030994	Cordaro2008ref	cosine	1000
276	37	sadness	0.5349447763896433	Cordaro2008ref	cosine	1000
277	38	sadness	0.5931351922212185	Cordaro2008ref	cosine	1000
278	39	sadness	0.6057912915070638	Cordaro2008ref	cosine	1000
279	40	sadness	0.6070695970695972	Cordaro2008ref	cosine	1000
280	41	sadness	0.5150505523016788	Cordaro2008ref	cosine	1000
281	42	sadness	0.6109561880587099	Cordaro2008ref	cosine	1000
282	43	sadness	0.6072714897478801	Cordaro2008ref	cosine	1000
283	44	sadness	0.5745070188063197	Cordaro2008ref	cosine	1000
284	45	sadness	0.5812564640579775	Cordaro2008ref	cosine	1000
285	46	sadness	0.5094423262201997	Cordaro2008ref	cosine	1000
286	47	sadness	0.6092342235052385	Cordaro2008ref	cosine	1000
287	48	sadness	0.6695861729418777	Cordaro2008ref	cosine	1000
288	49	sadness	0.5485096876083355	Cordaro2008ref	cosine	1000
289	50	sadness	0.44662284891833115	Cordaro2008ref	cosine	1000
290	51	sadness	0.6453197196025064	Cordaro2008ref	cosine	1000
291	52	sadness	0.500089789030313	Cordaro2008ref	cosine	1000
292	53	sadness	0.5959358984122687	Cordaro2008ref	cosine	1000
293	54	sadness	0.4918142414860681	Cordaro2008ref	cosine	1000
294	55	sadness	0.583260031209311	Cordaro2008ref	cosine	1000
295	56	sadness	0.6510974304068522	Cordaro2008ref	cosine	1000
296	57	sadness	0.6218426280686817	Cordaro2008ref	cosine	1000
297	58	sadness	0.5909288471475032	Cordaro2008ref	cosine	1000
298	59	sadness	0.5907465825446898	Cordaro2008ref	cosine	1000
299	60	sadness	0.5795662524504553	Cordaro2008ref	cosine	1000
300	01	surprise	0.7625895177134165	Cordaro2008ref	cosine	1000
301	02	surprise	0.7714842155593651	Cordaro2008ref	cosine	1000
302	03	surprise	0.7711541590851936	Cordaro2008ref	cosine	1000
303	04	surprise	0.690822884647062	Cordaro2008ref	cosine	1000
304	05	surprise	0.7461429582448691	Cordaro2008ref	cosine	1000
305	06	surprise	0.7929771505376344	Cordaro2008ref	cosine	1000
306	07	surprise	0.8191263083383159	Cordaro2008ref	cosine	1000
307	08	surprise	0.7944384154178885	Cordaro2008ref	cosine	1000
308	09	surprise	0.7523621306230002	Cordaro2008ref	cosine	1000
309	10	surprise	0.8003302276211817	Cordaro2008ref	cosine	1000
310	11	surprise	0.8054896553588689	Cordaro2008ref	cosine	1000
311	12	surprise	0.826461342964152	Cordaro2008ref	cosine	1000
312	13	surprise	0.7982366148476582	Cordaro2008ref	cosine	1000
313	14	surprise	0.7832877013453371	Cordaro2008ref	cosine	1000
314	15	surprise	0.7829970378787461	Cordaro2008ref	cosine	1000
315	16	surprise	0.6576137220534449	Cordaro2008ref	cosine	1000
316	17	surprise	0.6430980296368669	Cordaro2008ref	cosine	1000
317	18	surprise	0.7137102905689069	Cordaro2008ref	cosine	1000
318	19	surprise	0.7188976523442243	Cordaro2008ref	cosine	1000
319	20	surprise	0.670512116218031	Cordaro2008ref	cosine	1000
320	21	surprise	0.712776947832356	Cordaro2008ref	cosine	1000
321	22	surprise	0.5798784524633088	Cordaro2008ref	cosine	1000
322	23	surprise	0.7366362196099908	Cordaro2008ref	cosine	1000
323	24	surprise	0.7742041712403951	Cordaro2008ref	cosine	1000
324	25	surprise	0.673218708682875	Cordaro2008ref	cosine	1000
325	26	surprise	0.7396467351353622	Cordaro2008ref	cosine	1000
326	27	surprise	0.7544382793552261	Cordaro2008ref	cosine	1000
327	28	surprise	0.7200722436807412	Cordaro2008ref	cosine	1000
328	29	surprise	0.6721717958706661	Cordaro2008ref	cosine	1000
329	30	surprise	0.66160401163288	Cordaro2008ref	cosine	1000
330	31	surprise	0.7674274123319386	Cordaro2008ref	cosine	1000
331	32	surprise	0.7357690639643737	Cordaro2008ref	cosine	1000
332	33	surprise	0.694254789796191	Cordaro2008ref	cosine	1000
333	34	surprise	0.7518206748755948	Cordaro2008ref	cosine	1000
334	35	surprise	0.7123421720772759	Cordaro2008ref	cosine	1000
335	36	surprise	0.6314429048057921	Cordaro2008ref	cosine	1000
336	37	surprise	0.6486115411112692	Cordaro2008ref	cosine	1000
337	38	surprise	0.688995105157648	Cordaro2008ref	cosine	1000
338	39	surprise	0.7400129817083281	Cordaro2008ref	cosine	1000
339	40	surprise	0.6862503838224328	Cordaro2008ref	cosine	1000
340	41	surprise	0.6729688806981602	Cordaro2008ref	cosine	1000
341	42	surprise	0.7630707896362545	Cordaro2008ref	cosine	1000
342	43	surprise	0.7136519678947878	Cordaro2008ref	cosine	1000
343	44	surprise	0.7696205210876386	Cordaro2008ref	cosine	1000
344	45	surprise	0.7317611800127062	Cordaro2008ref	cosine	1000
345	46	surprise	0.6589671019724951	Cordaro2008ref	cosine	1000
346	47	surprise	0.7004069757939296	Cordaro2008ref	cosine	1000
347	48	surprise	0.6597222222222222	Cordaro2008ref	cosine	1000
348	49	surprise	0.7363229459573977	Cordaro2008ref	cosine	1000
349	50	surprise	0.7926090347351371	Cordaro2008ref	cosine	1000
350	51	surprise	0.774075249296456	Cordaro2008ref	cosine	1000
351	52	surprise	0.6767526432756414	Cordaro2008ref	cosine	1000
352	53	surprise	0.7317080241187385	Cordaro2008ref	cosine	1000
353	54	surprise	0.6430802027545546	Cordaro2008ref	cosine	1000
354	55	surprise	0.7603839373515937	Cordaro2008ref	cosine	1000
355	56	surprise	0.7146403711957054	Cordaro2008ref	cosine	1000
356	57	surprise	0.7128361400314805	Cordaro2008ref	cosine	1000
357	58	surprise	0.718353807259081	Cordaro2008ref	cosine	1000
358	59	surprise	0.6731654104964916	Cordaro2008ref	cosine	1000
359	60	surprise	0.5864899212376439	Cordaro2008ref	cosine	1000
0	01	anger	0.7057246056859716	Cordaro2008IPC	linear	1
1	02	anger	0.6429079641547225	Cordaro2008IPC	linear	1
2	03	anger	0.6166541061402874	Cordaro2008IPC	linear	1
3	04	anger	0.5613102111220403	Cordaro2008IPC	linear	1
4	05	anger	0.5988353951510466	Cordaro2008IPC	linear	1
5	06	anger	0.6483512828789701	Cordaro2008IPC	linear	1
6	07	anger	0.6803166421207658	Cordaro2008IPC	linear	1
7	08	anger	0.7005929523769988	Cordaro2008IPC	linear	1
8	09	anger	0.6304906142016624	Cordaro2008IPC	linear	1
9	10	anger	0.6635963002017238	Cordaro2008IPC	linear	1
10	11	anger	0.5362070183702308	Cordaro2008IPC	linear	1
11	12	anger	0.580356071964018	Cordaro2008IPC	linear	1
12	13	anger	0.7607190417498972	Cordaro2008IPC	linear	1
13	14	anger	0.6743246656853451	Cordaro2008IPC	linear	1
14	15	anger	0.7685035318566477	Cordaro2008IPC	linear	1
15	16	anger	0.6241729191673439	Cordaro2008IPC	linear	1
16	17	anger	0.6170141768137447	Cordaro2008IPC	linear	1
17	18	anger	0.7208316205533596	Cordaro2008IPC	linear	1
18	19	anger	0.5733067571313541	Cordaro2008IPC	linear	1
19	20	anger	0.5869043006586594	Cordaro2008IPC	linear	1
20	21	anger	0.6395141427222772	Cordaro2008IPC	linear	1
21	22	anger	0.5164386025968872	Cordaro2008IPC	linear	1
22	23	anger	0.5356531366998447	Cordaro2008IPC	linear	1
23	24	anger	0.624064404906255	Cordaro2008IPC	linear	1
24	25	anger	0.6069967750297338	Cordaro2008IPC	linear	1
25	26	anger	0.6954193646499492	Cordaro2008IPC	linear	1
26	27	anger	0.6877753931136594	Cordaro2008IPC	linear	1
27	28	anger	0.6223628691983122	Cordaro2008IPC	linear	1
28	29	anger	0.7170031294103207	Cordaro2008IPC	linear	1
29	30	anger	0.49148735168327606	Cordaro2008IPC	linear	1
30	31	anger	0.7228116678770273	Cordaro2008IPC	linear	1
31	32	anger	0.7031899791011378	Cordaro2008IPC	linear	1
32	33	anger	0.693151286452151	Cordaro2008IPC	linear	1
33	34	anger	0.7028038676974848	Cordaro2008IPC	linear	1
34	35	anger	0.7363528784648188	Cordaro2008IPC	linear	1
35	36	anger	0.4873414794286004	Cordaro2008IPC	linear	1
36	37	anger	0.6069487621899774	Cordaro2008IPC	linear	1
37	38	anger	0.7077135198748726	Cordaro2008IPC	linear	1
38	39	anger	0.6379158052997556	Cordaro2008IPC	linear	1
39	40	anger	0.597045834328002	Cordaro2008IPC	linear	1
40	41	anger	0.6103184762294872	Cordaro2008IPC	linear	1
41	42	anger	0.6094009216589862	Cordaro2008IPC	linear	1
42	43	anger	0.6650372304419301	Cordaro2008IPC	linear	1
43	44	anger	0.664164127791598	Cordaro2008IPC	linear	1
44	45	anger	0.6555614679400947	Cordaro2008IPC	linear	1
45	46	anger	0.6167717719949206	Cordaro2008IPC	linear	1
46	47	anger	0.5678657208573348	Cordaro2008IPC	linear	1
47	48	anger	0.6129596700968523	Cordaro2008IPC	linear	1
48	49	anger	0.6452478333118856	Cordaro2008IPC	linear	1
49	50	anger	0.6506653366208053	Cordaro2008IPC	linear	1
50	51	anger	0.7012631027253668	Cordaro2008IPC	linear	1
51	52	anger	0.5950286307270787	Cordaro2008IPC	linear	1
52	53	anger	0.6520802773020395	Cordaro2008IPC	linear	1
53	54	anger	0.595684117431351	Cordaro2008IPC	linear	1
54	55	anger	0.6616623322296633	Cordaro2008IPC	linear	1
55	56	anger	0.6377114886673997	Cordaro2008IPC	linear	1
56	57	anger	0.6928904955371202	Cordaro2008IPC	linear	1
57	58	anger	0.590458893184603	Cordaro2008IPC	linear	1
58	59	anger	0.6368964053084714	Cordaro2008IPC	linear	1
59	60	anger	0.6057141556442134	Cordaro2008IPC	linear	1
60	01	disgust	0.4314634864546525	Cordaro2008IPC	linear	1
61	02	disgust	0.4070126874279123	Cordaro2008IPC	linear	1
62	03	disgust	0.3691005291005291	Cordaro2008IPC	linear	1
63	04	disgust	0.4797204159158336	Cordaro2008IPC	linear	1
64	05	disgust	0.41376474648043843	Cordaro2008IPC	linear	1
65	06	disgust	0.34104432024361997	Cordaro2008IPC	linear	1
66	07	disgust	0.4411226594034741	Cordaro2008IPC	linear	1
67	08	disgust	0.4575623586546423	Cordaro2008IPC	linear	1
68	09	disgust	0.4925788851820962	Cordaro2008IPC	linear	1
69	10	disgust	0.4096718752860622	Cordaro2008IPC	linear	1
70	11	disgust	0.3031970359938976	Cordaro2008IPC	linear	1
71	12	disgust	0.34576404401423017	Cordaro2008IPC	linear	1
72	13	disgust	0.43211717260012716	Cordaro2008IPC	linear	1
73	14	disgust	0.39021381578947373	Cordaro2008IPC	linear	1
74	15	disgust	0.4115386102532129	Cordaro2008IPC	linear	1
75	16	disgust	0.4687683180468855	Cordaro2008IPC	linear	1
76	17	disgust	0.49389028767830023	Cordaro2008IPC	linear	1
77	18	disgust	0.4764808962895626	Cordaro2008IPC	linear	1
78	19	disgust	0.41700602890853544	Cordaro2008IPC	linear	1
79	20	disgust	0.3398402076362613	Cordaro2008IPC	linear	1
80	21	disgust	0.4404892496709083	Cordaro2008IPC	linear	1
81	22	disgust	0.39209198338322704	Cordaro2008IPC	linear	1
82	23	disgust	0.45694491052722275	Cordaro2008IPC	linear	1
83	24	disgust	0.4146517933149838	Cordaro2008IPC	linear	1
84	25	disgust	0.4806648783057117	Cordaro2008IPC	linear	1
85	26	disgust	0.43624361484817015	Cordaro2008IPC	linear	1
86	27	disgust	0.3756155988676243	Cordaro2008IPC	linear	1
87	28	disgust	0.513515373872544	Cordaro2008IPC	linear	1
88	29	disgust	0.4083552803938061	Cordaro2008IPC	linear	1
89	30	disgust	0.385956035102025	Cordaro2008IPC	linear	1
90	31	disgust	0.4606254873083254	Cordaro2008IPC	linear	1
91	32	disgust	0.35708741533984256	Cordaro2008IPC	linear	1
92	33	disgust	0.42811658516894807	Cordaro2008IPC	linear	1
93	34	disgust	0.4481632700404812	Cordaro2008IPC	linear	1
94	35	disgust	0.47789967094077457	Cordaro2008IPC	linear	1
95	36	disgust	0.4595342591934113	Cordaro2008IPC	linear	1
96	37	disgust	0.4367290955134072	Cordaro2008IPC	linear	1
97	38	disgust	0.3824424367902629	Cordaro2008IPC	linear	1
98	39	disgust	0.3889571049050735	Cordaro2008IPC	linear	1
99	40	disgust	0.38267032464563333	Cordaro2008IPC	linear	1
100	41	disgust	0.43076533228938113	Cordaro2008IPC	linear	1
101	42	disgust	0.3430204639479905	Cordaro2008IPC	linear	1
102	43	disgust	0.4277537240205563	Cordaro2008IPC	linear	1
103	44	disgust	0.4779766370163969	Cordaro2008IPC	linear	1
104	45	disgust	0.4633716138080358	Cordaro2008IPC	linear	1
105	46	disgust	0.4603814663076353	Cordaro2008IPC	linear	1
106	47	disgust	0.4406015413872485	Cordaro2008IPC	linear	1
107	48	disgust	0.42598327494160826	Cordaro2008IPC	linear	1
108	49	disgust	0.45982847575767927	Cordaro2008IPC	linear	1
109	50	disgust	0.4046434836288514	Cordaro2008IPC	linear	1
110	51	disgust	0.40095987968328395	Cordaro2008IPC	linear	1
111	52	disgust	0.42895504483099267	Cordaro2008IPC	linear	1
112	53	disgust	0.47699469407028183	Cordaro2008IPC	linear	1
113	54	disgust	0.4176675552360699	Cordaro2008IPC	linear	1
114	55	disgust	0.47926954682603595	Cordaro2008IPC	linear	1
115	56	disgust	0.40571753624722195	Cordaro2008IPC	linear	1
116	57	disgust	0.4223351197866734	Cordaro2008IPC	linear	1
117	58	disgust	0.42091137172530485	Cordaro2008IPC	linear	1
118	59	disgust	0.42184797647872707	Cordaro2008IPC	linear	1
119	60	disgust	0.45849878169840275	Cordaro2008IPC	linear	1
120	01	fear	0.4216577935522035	Cordaro2008IPC	linear	1
121	02	fear	0.33673103958564554	Cordaro2008IPC	linear	1
122	03	fear	0.4988945328351734	Cordaro2008IPC	linear	1
123	04	fear	0.48522071439712994	Cordaro2008IPC	linear	1
124	05	fear	0.5203526623591002	Cordaro2008IPC	linear	1
125	06	fear	0.442162468721224	Cordaro2008IPC	linear	1
126	07	fear	0.4139728096676737	Cordaro2008IPC	linear	1
127	08	fear	0.4351889793698452	Cordaro2008IPC	linear	1
128	09	fear	0.5119076376149402	Cordaro2008IPC	linear	1
129	10	fear	0.4204923855614261	Cordaro2008IPC	linear	1
130	11	fear	0.5062471846631903	Cordaro2008IPC	linear	1
131	12	fear	0.40404098757230233	Cordaro2008IPC	linear	1
132	13	fear	0.5381015651568716	Cordaro2008IPC	linear	1
133	14	fear	0.46797730326158415	Cordaro2008IPC	linear	1
134	15	fear	0.5259938929183637	Cordaro2008IPC	linear	1
135	16	fear	0.5470107922101843	Cordaro2008IPC	linear	1
136	17	fear	0.4498881058479417	Cordaro2008IPC	linear	1
137	18	fear	0.47129023810928833	Cordaro2008IPC	linear	1
138	19	fear	0.4900626345664513	Cordaro2008IPC	linear	1
139	20	fear	0.5390217364037728	Cordaro2008IPC	linear	1
140	21	fear	0.6245274930457646	Cordaro2008IPC	linear	1
141	22	fear	0.5456629839279128	Cordaro2008IPC	linear	1
142	23	fear	0.4550295039645953	Cordaro2008IPC	linear	1
143	24	fear	0.5098953952901598	Cordaro2008IPC	linear	1
144	25	fear	0.48486583039012704	Cordaro2008IPC	linear	1
145	26	fear	0.4593235666485802	Cordaro2008IPC	linear	1
146	27	fear	0.42081270377973673	Cordaro2008IPC	linear	1
147	28	fear	0.4879577562970536	Cordaro2008IPC	linear	1
148	29	fear	0.45978042669737473	Cordaro2008IPC	linear	1
149	30	fear	0.5070275945527709	Cordaro2008IPC	linear	1
150	31	fear	0.4509934800369518	Cordaro2008IPC	linear	1
151	32	fear	0.5916627498824965	Cordaro2008IPC	linear	1
152	33	fear	0.4032596740325967	Cordaro2008IPC	linear	1
153	34	fear	0.4828879502000889	Cordaro2008IPC	linear	1
154	35	fear	0.45790142998227745	Cordaro2008IPC	linear	1
155	36	fear	0.4866786461076056	Cordaro2008IPC	linear	1
156	37	fear	0.4639592698646506	Cordaro2008IPC	linear	1
157	38	fear	0.4317003563696361	Cordaro2008IPC	linear	1
158	39	fear	0.47409160073037127	Cordaro2008IPC	linear	1
